,sentence,trigger1,trigger2,label
417,"A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it filed with federal antitrust regulators for clearance to buy more than 50% of the stock of Rally's Inc., a fast-food company based in Louisville, Ky.    Rally's operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share. ",filed,buy,cause
418,"The results made net income for the year ended Aug. 31 C$2.7 million, or 20 Canadian cents a share, down from C$9.7 million, or 70 Canadian cents a share last year. ",results,made,cause
419,"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ",launched,filed,cause
420,"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ",offer,filed,cause
421,"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",agreement,acquired,cause
422,"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",purchase,acquired,cause
423,"In addition, Hewlett-Packard acquired a two-year option to buy an extra 10%, of which half may be sold directly to Hewlett-Packard by Octel. ",acquired,buy,cause
424,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ",transfers,lost,cause
425,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ",sales,lost,cause
426,"Such selling could erode prices of high-yield junk bonds, already weakened by a rash of corporate credit problems.    ",rash,weakened,cause
427,"Junk-fund holders have barely broken even this year, as fat interest payments barely managed to offset declining prices. ",managed,broken,cause
428,"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",selling,meet,cause
429,"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",selling,raise,cause
430,"At the same time, the sheer size of the loss, coupled with a slowing of orders, made some securities analysts wonder just how strong that turnaround will be at the computer maker and defense-electronics concern.    ",loss,wonder,cause
431,"The company also took a write-off of $150 million to cover losses on some fixed-price defense contracts, as some new managers took a hard look at the prospects for that slow-growing business. ",look,took,cause
432,"In addition, Unisys set up an unspecified reserve -- apparently $60 million to $70 million -- to cover the minimum amount it will have to pay the government because of its involvement in the defense-procurement scandal. ",involvement,set,cause
433,"That would be a huge problem if it were to continue, because Unisys is betting its business on the assumption that customers want to move away from using operating systems that run on only one manufacturer's equipment and toward systems -- mainly Unix -- that work on almost anyone's machines.    ",betting,problem,cause
434,"That, he said, is why Unisys is overhauling its whole business: It needs to prepare for a world in which profit margins will be lower than computer companies have been used to.    ",needs,overhauling,cause
435,"But the company said Friday that it had losses of $673.3 million through the first nine months, compared with earnings a year earlier of $382.2 million, or $2.22 a share fully diluted, as revenue inched up 1.4% to $7.13 billion from $7.03 billion. ",inched,losses,cause
436,"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.    ",costs,decline,cause
437,"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ",pressures,slump,cause
438,"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ",costs,slump,cause
439,Ralston said its Eveready battery unit  was hurt by continuing economic problems in South America.,problems,hurt,cause
440,Ralston said its Eveready battery unit  was hurt by continuing economic problems in South America.,continuing,hurt,cause
441,"Aetna Life amp Casualty Co.'s third-quarter net income fell 22% to $182.6 million, or $1.63 a share, reflecting the damages from Hurricane Hugo and lower results for some of the company's major divisions.    ",results,fell,cause
442,"Catastrophe losses reduced Aetna's net income by $50 million, including $36 million from Hugo. ",losses,reduced,cause
443,"But because these claims are more difficult to evaluate and have been coming in more slowly, the company has no estimate of the impact of the earthquake on fourth-quarter results.    ",coming,estimate,cause
444,N.V. DSM said net income in the third quarter jumped 63% as the company had substantially lower extraordinary charges to account for a restructuring program.,charges,jumped,cause
445,The charges were offset in part by a gain from the sale of the company's construction division.,sale,gain,cause
446,The charges were offset in part by a gain from the sale of the company's construction division.,gain,offset,cause
447,The earnings growth also was fueled by the company's ability to cut net financing spending by half to around 15 million guilders.,cut,growth,cause
448,"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.    ",respond,withdrew,cause
449,BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,offering,raised,cause
450,"Net income includes an extraordinary gain of about $100,000 from the reversal of bad debt and interest income. ",reversal,gain,cause
451,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",died,failed,cause
452,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",died,filed,cause
453,Mr. Lortie joined Provigo in 1985 and spearheaded the company's drive to grow outside its traditional food business.,joined,grow,cause
454,"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",performance,downgraded,cause
455,"After the split, the company will have more than 4.7 million shares outstanding. ",split,have,cause
456,Iraq said the roundup was  to protect them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.'',roundup,protect,cause
457,"``We continue  to pray and pray hard to God so that there will beno confrontation whereby you  will receive thousands of Americanswrapped in sad coffins after you  had pushed them into a darktunnel,'' Saddam said.   ",pray,confrontation,cause
458,"An international land, sea and air force  has mobilized sinceIraq's invasion, which  was sparked by disputes over oil, land andrepayment of war loans.   ",disputes,sparked,cause
459,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,go,offered,cause
460,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,comes,offered,cause
461,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,go,help,cause
462,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,comes,help,cause
463,"Bethlehem Steel Corp., hammered by higher costs and lower shipments to key automotive and service-center customers, posted a 54% drop in third-quarter profit.    ",hammered,drop,cause
464,"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",retirement,gain,cause
465,"The company said its shipments declined as a result of a reduction in inventories by service centers, a lackluster automotive market and increasing competitive pressures in the construction market.    ",reduction,declined,cause
466,"Sales dropped to $441.1 million from $820.4 million, because the company no longer consolidates its Eastern Steel division, which is now a joint venture with Kawasaki Steel Corp.    Along with reduced volume, analysts said the nation's fifth largest steelmaker was hurt by holding higher-cost inventory when raw material costs of such key products as nickel dropped. ",consolidates,dropped,cause
467,The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,carry-forward,gains,cause
468,The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,retirement,gains,cause
469,"The company noted that its Fox-Meyer Drug Co., Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves. ",moves,improvements,cause
470,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ",orders,declined,cause
471,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ",demand,declined,cause
472,"If the government succeeds in seizing Mr. Antar's assets, he could be left without top-flight legal representation, because his attorneys are likely to quit, according to individuals familiar with the case. ",quit,left,cause
473,"In a letter, prosecutors told Mr. Antar's lawyers that because of the recent Supreme Court rulings, they could expect that any fees collected from Mr. Antar may be seized. ",rulings,expect,cause
474,"Mr. Antar, the SEC said, made more than $60 million from the sale of his shares between 1985 and 1987.    ",sale,made,cause
475,"The companies said the transaction is being structured this way because the laws of the Netherlands Antilles, under which Erbamont is organized, do n't provide for merger transactions. ",provide,structured,cause
476,"Columbia also added $227.3 million to reserves for losses on the portfolio, increasing general reserves to $300 million, or about 6.7% of the total portfolio, as of Sept. 30. ",added,increasing,cause
477,The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,activities,losses,cause
478,"Thomas Spiegel, Columbia's chairman, said in a statement that the thrift was "" disappointed"" by the effects of the accounting changes. ",changes,disappointed,cause
479,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",completed,know,cause
480,"Taken together, the worries prompted a broad sell-off of stocks. ",worries,sell-off,cause
481,"Although the government said the economy grew an estimated 2.5% in the third quarter, in line with expectations, analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter.    ",grew,disappointments,cause
482,"Robert Mellor, Di Giorgio's executive vice president, said the company stands to reap more money through the sale of individual units to others than by accepting DIG's offer. ",sale,reap,cause
483,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,continue,resume,cause
484,The thrift and the holders had suspended their lawsuits as part of the agreement.,agreement,suspended,cause
485,Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,buy-back,gain,cause
486,"He went on to addthat ""in so doing you not only return a nation to its people,but you will destroy the war machine of a ruthless dictator.""   ",doing,destroy,cause
487,Iraq still  has the potential to cause significant problems by using forces and weapons that don't yet seem fully engaged.,using,problems,cause
488,"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",situation,problems,cause
489,President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,destruction,argument,cause
490,"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ",break,proceed,cause
491,"After cabling world leadersabout his intention to give Saddam Hussein a final deadlineto exit Kuwait, he offered him a week to withdraw fully  , instead of the four days he originally considered, because ofobjections from some European partners that four days seemedpunitive and unrealistic.   ",objections,offered,cause
492,"And when he and President Gorbachev spoke about thedecision in a talk lasting nearly an hour, the President tookpains to listen to what his counterpart had to say, althoughhe already had decided that the Soviet alternative to theallied deadline was unacceptable.   ",spoke,took,cause
493,Thatwould undermine any chances of rebuilding either Iraq or itsarmed forces in short order as long as Saddam Hussein remainsin power.,remains,undermine,cause
494,And the U.S. now will face sharper questionsin the Arab world since it did n't  back  the peace proposalsworked out in Moscow.,back,face,cause
495,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",plans,growth,cause
496,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",plans,slow,cause
497,"Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle.    ",struggle,fallout,cause
498,"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ",bugs,answers,cause
499,"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday. ",concern,decline,cause
500,"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday. ",concern,drop,cause
501,Intel said it had corrected the problems and would start producing bugless chips next week.,corrected,producing,cause
502,"Du Pont, unlike companies hurt badly by sharp price declines for basic chemicals and plastics, is benefiting from its broad range of businesses. ",declines,hurt,cause
503,"Du Pont, unlike companies hurt badly by sharp price declines for basic chemicals and plastics, is benefiting from its broad range of businesses. ",businesses,benefiting,cause
504,"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.    ",strengthening,lowers,cause
505,"The company benefited from continued strong demand and higher selling prices for titanium dioxide, a white pigment used in paints, paper and plastics.    ",demand,benefited,cause
506,"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",helped,climbed,cause
507,"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    ",rains,delayed,cause
508,"In the fibers segment, profit rose to $180 million from $155 million, a gain Du Pont attributed to higher demand in the U.S. for most textile products.    ",demand,rose,cause
509,"Profit from coal fell to $41 million from $58 million, partly because of a miners' strike. ",strike,fell,cause
510,"The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22, it will reimburse them a maximum of C$8.5 million for expenses related to a bid.    ",offer,reimburse,cause
511,"The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22, it will reimburse them a maximum of C$8.5 million for expenses related to a bid.    ",mail,reimburse,cause
512,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",isolation,clicked,cause
513,President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food.,asked,implied,cause
514,"But that option is growing less and less likely as thousands of American, British, Egyptian, Syrian and Moroccan forces assemble in and around Saudi Arabia to protect the kingdom. ",assemble,growing,cause
515,"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ",possession,escape,cause
516,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,respond,allow,cause
517,"But the administration is n't putting any upper limit on how high the force could go after that, calculating that it would be a mistake to underestimate and an advantage to keep Saddam Hussein guessing. ",calculating,putting,cause
518,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,taking,ensure,cause
519,"Profit at the unit fell to $110.6 million, or 37 cents a share, from $142.4 million, or 45 cents a share, largely because of a $24 million one-time charge associated with Hughes's previously announced plan to reduce employment by at least 6,000 people by year end. ",plan,fell,cause
520,"In addition, GM's North American vehicle production fell 8.4% from a year ago, which hurt Delco Electronic's earnings, a company spokesman said. ",fell,hurt,cause
521,"GMAC said its automotive financing and leasing business rose 35% in the U.S., largely because of dealer and customer incentives used to boost sales. ",used,rose,cause
522,The restaurant operator cited transaction costs from its 1988 recapitalization as a result of a $160 million restructuring of its bank debt.,restructuring,cited,cause
523,"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",won,stay,cause
524,"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",won,bid,cause
525,"DPC Acquisition added that it has not begun discussions with financing sources, and said it expected to repay the amounts borrowed through proceeds of the liquidation.    ",liquidation,repay,cause
526,"Earlier this year, DPC Acquisition made a $15-a-share offer for Dataproducts, which the Dataproducts board said it rejected because the $283.7 million offer was not fully financed. ",financed,rejected,cause
527,"However, the company's petroleum services segment, while profitable, was hurt by high financing costs associated with the company's buy-out of a 50% stake in Eastman Christensen Co. from Texas Eastern Corp. last June. ",buy-out,hurt,cause
528,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,fueled,raises,cause
529,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,pact,force,cause
530,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,pact,fail,cause
531,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,prepare,loss,cause
532,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,moved,loss,cause
533,The company said it was delaying construction because of current market conditions.,conditions,delaying,cause
534,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",made,eaten,cause
535,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",operating,constrained,cause
536,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",regain,look,cause
537,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",continue,look,cause
538,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,drop,depressed,cause
539,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,losses,depressed,cause
540,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",shuffle,affected,cause
541,"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.    ",posting,hit,cause
542,The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29.,profit-taking,pressured,cause
543,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",cautious,failed,cause
544,Traders said the market remains extremely nervous because of the wild swings seen on the New York Stock Exchange last week.,swings,nervous,cause
545,"Concern about declines in other markets, especially New York, caused selling pressure.    ",Concern,pressure,cause
546,"The Dearborn, Mich., energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant. ",troubles,stopped,cause
547,"Profit also suffered because of ""intense"" discounting in its long-haul trucking business, the company said.    ",discounting,suffered,cause
548,Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,trading,lose,cause
549,"Moreover, the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them.    ",trading,amplified,cause
550,"Peter DaPuzzo, head of retail equity trading at Shearson Lehman Hutton, acknowledges that he wasn't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising.    ",added,troubled,cause
551,"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress. ",lower,protect,cause
552,"But, he observes, while makers suffer losses when program trading drags the market down, they also make money when program trading pushes the prices higher. ",drags,suffer,cause
553,"Mr. Vaux said that if no agreement is reached, other buyers will be sought by bid or auction. ",agreement,sought,cause
554,"In addition, Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities.    ",moves,focus,enable
555,DD Acquisition said the extension is to allow this process to be completed.,extension,completed,enable
556,Each right entitles the shareholder  to buy $100 face amount of 13.5% bonds due 1993 and warrants  to buy 23.5 common shares at 30 cents a share.,right,buy,enable
557,Each right entitles the shareholder  to buy $100 face amount of 13.5% bonds due 1993 and warrants  to buy 23.5 common shares at 30 cents a share.,right,buy,enable
558,Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday.,extended,review,enable
559,"Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$31.25 a share. ",offering,subscribe,enable
560,"The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.    ",approval,acquire,enable
561,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",removal,amass,enable
562,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",removal,mount,enable
563,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,rejection,seize,enable
564,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",enforce,begin,enable
565,"The ban would prevent Al-Muhajiroun from having meetings or raising money, and it would make attending a meeting or being a member of the group a crime.",prevent,attending,prevent
566,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons.""",use,build,intend
567,Several Google users and fans gathered in front of the company's China headquarters in northwest Beijing to express support for Internet freedom.,gathered,express,intend
568,"My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can pull it together so U.S. troops can come home.",pull,come,cause
569,"After a severe earthquake centered in Pakistan's Kashmir province killed more than 70,000 people in 2005, teams from a nonprofit architecture group based in London, England, helped the region start to rebuild.",killed,helped,cause
570,"After a severe earthquake centered in Pakistan's Kashmir province killed more than 70,000 people in 2005, teams from a nonprofit architecture group based in London, England, helped the region start to rebuild.",helped,rebuild,cause
571,"I'm sure the problem that we saw in Pakistan is shared in Haiti -- in that concrete buildings have been built poorly, without adequate technical supervision, and have proved very vulnerable to the earthquake.",built,proved,cause
572,"Even before her 18th birthday, Maria had already been enslaved by a gang of human traffickers and held in captivity for four months in her homeland of Mexico.",enslaved,held,cause
573,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.",witnessed,forced,cause
574,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.",witnessed,murdered,cause
575,What makes Maria's story so special is that she was one of the lucky ones who were able to escape.,escape,makes,cause
576,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,enjoying,laughing,cause
577,"Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours.""",took,look,cause
578,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',told,crying,cause
579,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',wanted,crying,cause
580,"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",made,asked,cause
581,"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",made,started,cause
582,"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",made,catching,cause
583,"It's an ideal example of how an individual voice can be magnified to create awareness for a good cause and ignite action among millions by using a site like Facebook. """,using,magnified,cause
584,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """,falling,blocked,cause
585,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.,established,backed,cause
586,"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev.",rushed,hurt,cause
587,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.,fall,led,cause
588,"And in 2004, Hurricane Jeanne killed more than 3,000 people as it passed north of Haiti, with most of the deaths in the northwestern city of Gonaives.",passed,killed,cause
589,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """,growing,decide,cause
590,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector.",intensified,pitching,cause
591,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.,carving,give,cause
592,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.,called,adopted,cause
593,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.,counted,said,cause
594,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern.""",mandated,trying,cause
595,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.,use,checking,cause
596,The company has acknowledged a software glitch that is causing problems with its braking.,causing,acknowledged,cause
597,"NHTSA said its Office of Defects investigation has received 124 reports from consumers about problems with the Prius brakes, including four reports that involved crashes and two that resulted in injuries.",involved,received,cause
598,Investigators have spoken with consumers and conducted preliminary field work.,spoken,conducted,cause
599,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them.",given,damaged,cause
600,"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.",inflicted,remained,cause
601,"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.",deployed,confirmed,cause
602,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat.",won,lost,cause
603,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill.",criticized,used,cause
604,The arctic blast that began last weekend has been blamed for at least seven deaths across the nation.,began,blamed,cause
605,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """,pay,turn,cause
606,"Alabama issued a warning to drivers Thursday night, urging them to stay off icy roads as driving conditions were "" becoming dangerous "" with numerous accidents reported.",becoming,urging,cause
607,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.",cheered,keep,cause
608,"Florida Fish &amp; Wildlife officers have rescued 120 sea turtles after water temperatures in the 40s shocked their tropically inclined systems, according to CNN affiliate WPBF.""",rescued,shocked,cause
609,The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,disputed,took,cause
610,"Moussavi has thereby accepted that he has issued statements even before this, based on which people took to the streets.",took,issued,cause
611,Israel criticized Turkey Monday for a Turkish television series that it said depicted Israeli intelligence agents as baby-snatchers.,depicted,criticized,cause
612,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday.",criticized,want,cause
613,"Because it says'I possess the power in this region,' "" the news agency quoted Erdogan as saying of Israel.""",saying,quoted,cause
614,"The series "" Valley of the Wolves "" first aired in 2003 on Turkish television, followed by a 2006 movie of the same name that stirred controversy with its portrayal of American soldiers in Iraq and what some described as thinly-veiled anti-Semitism.",aired,described,cause
615,"Choudary has never announced a date for his march and area police said he had not contacted them about it, as march organizers are required to do beforehand.",required,announced,cause
616,"Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery.",fell,fed,cause
617,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",registered,prompting,cause
618,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",registered,hire,cause
619,"Consumption rose 1.7 per cent in January from the same period last year, based on a price-adjusted basis, thanks to government subsidies for purchases of automobiles and household electronics, according to a separate report released on Tuesday.",released,rose,cause
